Reference	ID	Tags	OrigWords	Occurrence	TWLink
10:6	r78v		לְ⁠מֶ֣לֶךְ	1	rc://*/tw/dict/bible/other/king
10:6	jqw9	name	אֶפְרַ֣יִם	1	rc://*/tw/dict/bible/names/ephraim
10:6	tkvw		יִקָּ֔ח	1	rc://*/tw/dict/bible/other/receive
10:6	j4mx		בָּשְׁנָה֙	1	rc://*/tw/dict/bible/other/shame
10:6	tazb	keyterm	יִשְׂרָאֵ֖ל	1	rc://*/tw/dict/bible/kt/israel
10:6	b6kq		וְ⁠יֵב֥וֹשׁ	1	rc://*/tw/dict/bible/other/shame
10:6	hth9		מֵ⁠עֲצָתֽ⁠וֹ	1	rc://*/tw/dict/bible/other/counselor
10:7	pp58	name	שֹׁמְר֖וֹן	1	rc://*/tw/dict/bible/names/samaria
10:7	cc2z		מַלְכָּ֑⁠הּ	1	rc://*/tw/dict/bible/other/king
10:8	a2zn		בָּמ֣וֹת	1	rc://*/tw/dict/bible/other/highplaces
10:8	icq4		וְ⁠נִשְׁמְד֞וּ	1	rc://*/tw/dict/bible/names/bethel
10:8	ui8c		וְ⁠נִשְׁמְד֞וּ	1	rc://*/tw/dict/bible/other/destroyer
10:8	bfsm	keyterm	חַטַּאת֙	1	rc://*/tw/dict/bible/kt/sin
10:8	cfv5	keyterm	יִשְׂרָאֵ֔ל	1	rc://*/tw/dict/bible/kt/israel
10:8	sq3f		ק֣וֹץ	1	rc://*/tw/dict/bible/other/thorn
10:8	c6rz		וְ⁠דַרְדַּ֔ר	1	rc://*/tw/dict/bible/other/thorn
10:8	jotp	keyterm	מִזְבְּחוֹתָ֑⁠ם	1	rc://*/tw/dict/bible/kt/altar
10:9	mpre		הַ⁠גִּבְעָ֔ה	1	rc://*/tw/dict/bible/names/gibeah
10:9	p3pt	keyterm	חָטָ֖אתָ	1	rc://*/tw/dict/bible/kt/sin
10:9	ncfz	keyterm	יִשְׂרָאֵ֑ל	1	rc://*/tw/dict/bible/kt/israel
10:9	vp3a		תַשִּׂיגֵ֧⁠ם	1	rc://*/tw/dict/bible/other/overtake
10:9	s6dh		עַֽלְוָֽה	1	rc://*/tw/dict/bible/kt/justice
10:10	dwa7		בְּ⁠אָסְרָ֖⁠ם	1	rc://*/tw/dict/bible/kt/bond
10:11	dtf7	name	וְ⁠אֶפְרַ֜יִם	1	rc://*/tw/dict/bible/names/ephraim
10:11	iriq		עֶגְלָ֤ה	1	rc://*/tw/dict/bible/other/cow
10:11	ky9w		לָ⁠ד֔וּשׁ	1	rc://*/tw/dict/bible/other/thresh
10:11	a64a	keyterm	ט֖וּב	1	rc://*/tw/dict/bible/kt/good
10:11	mhnm	name	אֶפְרַ֨יִם֙	1	rc://*/tw/dict/bible/names/ephraim
10:11	n72e	name	יְהוּדָ֔ה	1	rc://*/tw/dict/bible/names/judah
10:11	wazi		יַחֲר֣וֹשׁ	1	rc://*/tw/dict/bible/other/plow
10:11	hhkm	name	יַעֲקֹֽב	1	rc://*/tw/dict/bible/names/jacob
10:12	a3w2		זִרְע֨וּ	1	rc://*/tw/dict/bible/other/sow
10:12	ge3z	keyterm	לִ⁠צְדָקָה֙	1	rc://*/tw/dict/bible/kt/righteous
10:12	mx5n		קִצְר֣וּ	1	rc://*/tw/dict/bible/other/harvest
10:12	t2t7	keyterm	חֶ֔סֶד	1	rc://*/tw/dict/bible/kt/covenantfaith
10:12	yc7s		לִ⁠דְר֣וֹשׁ	1	rc://*/tw/dict/bible/other/seek
10:12	sfae	keyterm	אֶת־יְהוָ֔ה	1	rc://*/tw/dict/bible/kt/yahweh
10:13	yu6x		חֲרַשְׁתֶּם	1	rc://*/tw/dict/bible/other/plow
10:13	dxh8	keyterm	רֶ֛שַׁע	1	rc://*/tw/dict/bible/kt/evil
10:13	z28m		קְצַרְתֶּ֖ם	1	rc://*/tw/dict/bible/other/harvest
10:13	sgzq	keyterm	עַוְלָ֥תָ⁠ה	1	rc://*/tw/dict/bible/kt/justice
10:13	atct		פְּרִי	1	rc://*/tw/dict/bible/other/fruit
10:13	iufk		כָ֑חַשׁ	1	rc://*/tw/dict/bible/other/deceive
10:13	hpnc	keyterm	בָטַ֥חְתָּ	1	rc://*/tw/dict/bible/kt/trust
10:13	u4vr		גִּבּוֹרֶֽי⁠ךָ	1	rc://*/tw/dict/bible/other/mighty
10:14	tgrs		מִבְצָרֶ֣י⁠ךָ	1	rc://*/tw/dict/bible/other/stronghold
10:14	vrku		יוּשַּׁ֔ד	1	rc://*/tw/dict/bible/other/destroyer
10:15	a0x5	name	בֵּֽית־אֵ֔ל	1	rc://*/tw/dict/bible/names/bethel
10:15	nsxk	keyterm	רָעַ֣ת	1	rc://*/tw/dict/bible/kt/evil
10:15	nxwf		מֶ֥לֶךְ	1	rc://*/tw/dict/bible/other/king
10:15	a8ap	keyterm	יִשְׂרָאֵֽל	1	rc://*/tw/dict/bible/kt/israel
10:15	c3vj		נִדְמֹ֥ה	1	rc://*/tw/dict/bible/other/destroyer
11:1	nzy2	keyterm	יִשְׂרָאֵ֖ל	1	rc://*/tw/dict/bible/kt/israel
11:1	htbw	keyterm	וָ⁠אֹהֲבֵ֑⁠הוּ	1	rc://*/tw/dict/bible/kt/love
11:1	whe4	name	וּ⁠מִ⁠מִּצְרַ֖יִם	1	rc://*/tw/dict/bible/names/egypt
11:1	v6db	keyterm	קָרָ֥אתִי	1	rc://*/tw/dict/bible/kt/call-tosummon
11:2	fn52	keyterm	קָרְא֖וּ	1	rc://*/tw/dict/bible/kt/call-tosummon
11:2	ygq6		יְזַבֵּ֔חוּ	1	rc://*/tw/dict/bible/other/sacrifice
11:2	pt9p	name	לַ⁠בְּעָלִ֣ים	1	rc://*/tw/dict/bible/names/baal
11:2	jzj9	keyterm	וְ⁠לַ⁠פְּסִלִ֖ים	1	rc://*/tw/dict/bible/kt/falsegod
11:3	cgj5	name	לְ⁠אֶפְרַ֔יִם	1	rc://*/tw/dict/bible/names/ephraim
11:3	xjmk		יָדְע֖וּ	1	rc://*/tw/dict/bible/other/know
11:4	tyam	keyterm	אַהֲבָ֔ה	1	rc://*/tw/dict/bible/kt/love
11:4	u6pc		עֹ֖ל	1	rc://*/tw/dict/bible/other/yoke
11:5	g5j5	keyterm	יָשׁוּב֙	1	rc://*/tw/dict/bible/kt/restore
11:5	ascj		אֶ֣רֶץ	1	rc://*/tw/dict/bible/other/earth
11:5	jysf	name	מִצְרַ֔יִם	1	rc://*/tw/dict/bible/names/egypt
11:5	jwqz	name	וְ⁠אַשּׁ֖וּר	1	rc://*/tw/dict/bible/names/assyria
11:5	ceqy		מַלְכּ֑⁠וֹ	1	rc://*/tw/dict/bible/other/king
11:6	sjzm		חֶ֨רֶב֙	1	rc://*/tw/dict/bible/other/sword
11:6	gc5i		וְ⁠כִלְּתָ֥ה	1	rc://*/tw/dict/bible/other/destroyer
11:6	j2w3		וְ⁠אָכָ֑לָה	1	rc://*/tw/dict/bible/other/devour
11:7	j8x7	keyterm	יִקְרָאֻ֔⁠הוּ	1	rc://*/tw/dict/bible/kt/call-tosummon
11:8	vyqk	name	אֶפְרַ֗יִם	1	rc://*/tw/dict/bible/names/ephraim
11:8	t4j4	keyterm	יִשְׂרָאֵ֔ל	1	rc://*/tw/dict/bible/kt/israel
11:8	mjt9	keyterm	נִחוּמָֽ⁠י	1	rc://*/tw/dict/bible/kt/compassion
11:9	q3jh		לְ⁠שַׁחֵ֣ת	1	rc://*/tw/dict/bible/other/destroyer
11:9	beua	name	אֶפְרָ֑יִם	1	rc://*/tw/dict/bible/names/ephraim
11:9	rdri	keyterm	אֵ֤ל	1	rc://*/tw/dict/bible/kt/god
11:9	f7fs	keyterm	קָד֔וֹשׁ	1	rc://*/tw/dict/bible/kt/holy
11:9	z93i	keyterm	בְּ⁠עִֽיר	1	rc://*/tw/dict/bible/kt/wrath
11:10	av5r	keyterm	יְהוָ֛ה	1	rc://*/tw/dict/bible/kt/yahweh
11:10	vqfu		כְּ⁠אַרְיֵ֣ה	1	rc://*/tw/dict/bible/other/lion
11:10	pyy4		וְ⁠יֶחֶרְד֥וּ	1	rc://*/tw/dict/bible/other/tremble
11:10	m44a	name	מִ⁠יָּֽם	1	rc://*/tw/dict/bible/names/thegreatsea
11:11	cztu		יֶחֶרְד֤וּ	1	rc://*/tw/dict/bible/other/tremble
11:11	augz	name	מִ⁠מִּצְרַ֔יִם	1	rc://*/tw/dict/bible/names/egypt
11:11	mjwp		וּ⁠כְ⁠יוֹנָ֖ה	1	rc://*/tw/dict/bible/other/dove
11:11	hts2		מֵ⁠אֶ֣רֶץ	1	rc://*/tw/dict/bible/other/earth
11:11	mv8p	name	אַשּׁ֑וּר	1	rc://*/tw/dict/bible/names/assyria
11:11	nczg	keyterm	יְהוָֽה	1	rc://*/tw/dict/bible/kt/yahweh
11:12	nkxv	name	אֶפְרַ֔יִם	1	rc://*/tw/dict/bible/names/ephraim
11:12	qyz6		בֵּ֣ית יִשְׂרָאֵ֑ל	1	rc://*/tw/dict/bible/other/house-descendants_nation
11:12	usi8		וּ⁠בְ⁠מִרְמָ֖ה	1	rc://*/tw/dict/bible/other/deceive
11:12	v3db	name	וִֽ⁠יהוּדָ֗ה	1	rc://*/tw/dict/bible/names/judah
11:12	sshy	keyterm	אֵ֔ל	1	rc://*/tw/dict/bible/kt/god
11:12	d2gu	keyterm	קְדוֹשִׁ֖ים	1	rc://*/tw/dict/bible/kt/holy
11:12	qutx		קְדוֹשִׁ֖ים	1	rc://*/tw/dict/bible/kt/holyone
12:1	te29	name	אֶפְרַ֜יִם	1	rc://*/tw/dict/bible/names/ephraim
12:1	acri		יַרְבֶּ֑ה	1	rc://*/tw/dict/bible/other/multiply
12:1	g3n2		וָ⁠שֹׁ֖ד	1	rc://*/tw/dict/bible/other/destroyer
12:1	xbbj	keyterm	וּ⁠בְרִית֙	1	rc://*/tw/dict/bible/kt/covenant
12:1	v5rf	name	אַשּׁ֣וּר	1	rc://*/tw/dict/bible/names/assyria
12:1	gex7		וְ⁠שֶׁ֖מֶן	1	rc://*/tw/dict/bible/other/oil
12:1	y4wq	name	לְ⁠מִצְרַ֥יִם	1	rc://*/tw/dict/bible/names/egypt
12:2	qwgy	keyterm	לַֽ⁠יהוָ֖ה	1	rc://*/tw/dict/bible/kt/yahweh
12:2	f7gy	name	יְהוּדָ֑ה	1	rc://*/tw/dict/bible/names/judah
12:2	c67d		וְ⁠לִ⁠פְקֹ֤ד	1	rc://*/tw/dict/bible/other/punish
12:2	rme8	name	עַֽל־יַעֲקֹב֙	1	rc://*/tw/dict/bible/names/jacob
12:3	p2is		בַּ⁠בֶּ֖טֶן	1	rc://*/tw/dict/bible/other/womb
12:3	zsfn	keyterm	אֱלֹהִֽים	1	rc://*/tw/dict/bible/kt/god
12:4	f4h6		מַלְאָךְ֙	1	rc://*/tw/dict/bible/other/messenger
12:4	swhs		וַ⁠יִּתְחַנֶּן	1	rc://*/tw/dict/bible/other/plead
12:4	jpqm	name	בֵּֽית־אֵל֙	1	rc://*/tw/dict/bible/names/bethel
12:5	zmab	keyterm	וַֽ⁠יהוָ֖ה	1	rc://*/tw/dict/bible/kt/yahweh
12:5	c2ec	keyterm	אֱלֹהֵ֣י הַ⁠צְּבָא֑וֹת	1	rc://*/tw/dict/bible/kt/yahwehofhosts
12:5	rgha		זִכְרֽ⁠וֹ	1	rc://*/tw/dict/bible/other/memorialoffering
12:6	fq8b	keyterm	בֵּ⁠אלֹהֶ֣י⁠ךָ	1	rc://*/tw/dict/bible/kt/god
12:6	w2r5	keyterm	חֶ֤סֶד	1	rc://*/tw/dict/bible/kt/covenantfaith
12:7	yydn		מִרְמָ֖ה	1	rc://*/tw/dict/bible/other/deceive
12:8	bpng	name	אֶפְרַ֔יִם	1	rc://*/tw/dict/bible/names/ephraim
12:8	vbu2		יְגִיעַ֕⁠י	1	rc://*/tw/dict/bible/other/labor
12:8	t3t7	keyterm	עָוֺ֥ן	1	rc://*/tw/dict/bible/kt/iniquity
12:8	nh6j	keyterm	חֵֽטְא	1	rc://*/tw/dict/bible/kt/sin
12:9	by7c	keyterm	יְהוָ֥ה	1	rc://*/tw/dict/bible/kt/yahweh
12:9	b5ng	keyterm	אֱלֹהֶ֖י⁠ךָ	1	rc://*/tw/dict/bible/kt/god
12:9	e4qt	name	מִצְרָ֑יִם	1	rc://*/tw/dict/bible/names/egypt
12:9	nxfz		בָ⁠אֳהָלִ֖ים	1	rc://*/tw/dict/bible/other/tent
12:9	c58v		מוֹעֵֽד	1	rc://*/tw/dict/bible/other/feast
12:10	pb5t	keyterm	הַ⁠נְּבִיאִ֔ים	1	rc://*/tw/dict/bible/kt/prophet
12:10	m5g3		הִרְבֵּ֑יתִי	1	rc://*/tw/dict/bible/other/multiply
12:10	wv36		חָז֣וֹן	1	rc://*/tw/dict/bible/other/vision
12:10	dnyw	keyterm	אֲדַמֶּֽה	1	rc://*/tw/dict/bible/kt/parable
12:11	sapn	name	גִּלְעָ֥ד	1	rc://*/tw/dict/bible/names/gilead
12:11	urrh	keyterm	אָ֨וֶן֙	1	rc://*/tw/dict/bible/kt/iniquity
12:11	btie	name	בַּ⁠גִּלְגָּ֖ל	1	rc://*/tw/dict/bible/names/gilgal
12:11	nvyu		זִבֵּ֑חוּ	1	rc://*/tw/dict/bible/other/sacrifice
12:11	hats		שְׁוָרִ֣ים	1	rc://*/tw/dict/bible/other/cow
12:11	nk9d	keyterm	מִזְבְּחוֹתָ⁠ם֙	1	rc://*/tw/dict/bible/kt/altar
12:12	pgqm	name	יַעֲקֹ֖ב	1	rc://*/tw/dict/bible/names/jacob
12:12	pk5f	name	אֲרָ֑ם	1	rc://*/tw/dict/bible/names/aram
12:12	etzq	keyterm	יִשְׂרָאֵל֙	1	rc://*/tw/dict/bible/names/jacob
12:12	phkt		וַ⁠יַּעֲבֹ֤ד	1	rc://*/tw/dict/bible/other/servant
12:12	iuyj		שָׁמָֽר	1	rc://*/tw/dict/bible/other/sheep
12:13	tn8p	keyterm	וּ⁠בְ⁠נָבִ֕יא	1	rc://*/tw/dict/bible/kt/prophet
12:13	mbaa	keyterm	יְהוָ֛ה	1	rc://*/tw/dict/bible/kt/yahweh
12:13	jhgd	keyterm	אֶת־יִשְׂרָאֵ֖ל	1	rc://*/tw/dict/bible/kt/israel
12:13	dbd3	name	מִ⁠מִּצְרָ֑יִם	1	rc://*/tw/dict/bible/names/egypt
12:14	wjpc	name	אֶפְרַ֖יִם	1	rc://*/tw/dict/bible/names/ephraim
12:14	qnbz		הִכְעִ֥יס	1	rc://*/tw/dict/bible/other/provoke
12:14	gscc	keyterm	אֲדֹנָֽי⁠ו	1	rc://*/tw/dict/bible/kt/lord
12:14	gyfy	keyterm	יָשִׁ֥יב	1	rc://*/tw/dict/bible/kt/restore
12:14	kxrh		וְ⁠חֶ֨רְפָּת֔⁠וֹ	1	rc://*/tw/dict/bible/other/shame
13:1	sr4r	name	אֶפְרַ֨יִם֙	1	rc://*/tw/dict/bible/names/ephraim
13:1	dgd9		רְתֵ֔ת	1	rc://*/tw/dict/bible/other/tremble
13:1	pq67	keyterm	בְּ⁠יִשְׂרָאֵ֑ל	1	rc://*/tw/dict/bible/kt/israel
13:1	kzz7	keyterm	וַ⁠יֶּאְשַׁ֥ם	1	rc://*/tw/dict/bible/kt/guilt
13:1	ibuf	name	בַּ⁠בַּ֖עַל	1	rc://*/tw/dict/bible/names/baal
13:2	k5xi	keyterm	לַ⁠חֲטֹ֗א	1	rc://*/tw/dict/bible/kt/sin
13:2	cg73	keyterm	מַסֵּכָ֨ה	1	rc://*/tw/dict/bible/other/image
13:2	ep5m		מִ⁠כַּסְפָּ֤⁠ם	1	rc://*/tw/dict/bible/other/silver
13:2	ywnm	keyterm	עֲצַבִּ֔ים	1	rc://*/tw/dict/bible/kt/falsegod
13:2	d7gb		מַעֲשֵׂ֥ה	1	rc://*/tw/dict/bible/other/labor
13:2	pdsd		זֹבְחֵ֣י	1	rc://*/tw/dict/bible/other/sacrifice
13:2	dpd4		יִשָּׁקֽוּ⁠ן	1	rc://*/tw/dict/bible/other/kiss
13:2	z3ep		עֲגָלִ֖ים	1	rc://*/tw/dict/bible/other/cow
13:3	eiki		כְּ⁠מֹץ֙	1	rc://*/tw/dict/bible/other/chaff
13:3	atfy		מִ⁠גֹּ֔רֶן	1	rc://*/tw/dict/bible/other/thresh
13:4	y8gs	keyterm	וְ⁠אָנֹכִ֛י יְהוָ֥ה	1	rc://*/tw/dict/bible/kt/iamyahweh
13:4	nyub	keyterm	אֱלֹהֶ֖י⁠ךָ	1	rc://*/tw/dict/bible/kt/god
13:4	rvmn		מֵ⁠אֶ֣רֶץ	1	rc://*/tw/dict/bible/other/earth
13:4	mys6	name	מִצְרָ֑יִם	1	rc://*/tw/dict/bible/names/egypt
13:4	tr8w		תֵדָ֔ע	1	rc://*/tw/dict/bible/other/know-relationship
13:4	jsap		וּ⁠מוֹשִׁ֥יעַ	1	rc://*/tw/dict/bible/other/deliverer
13:5	mwyj		יְדַעְתִּ֖י⁠ךָ	1	rc://*/tw/dict/bible/other/know-relationship
13:5	eb8r		בַּ⁠מִּדְבָּ֑ר	1	rc://*/tw/dict/bible/other/desert
13:5	huz7		בְּ⁠אֶ֖רֶץ	1	rc://*/tw/dict/bible/other/earth
13:6	gmpd	keyterm	וַ⁠יָּ֣רָם	1	rc://*/tw/dict/bible/kt/exalt
13:7	m398		שָׁ֑חַל	1	rc://*/tw/dict/bible/other/lion
13:7	qnb6		כְּ⁠נָמֵ֖ר	1	rc://*/tw/dict/bible/other/leopard
13:8	w83d		כְּ⁠דֹ֣ב	1	rc://*/tw/dict/bible/other/bearanimal
13:8	xqx8		וְ⁠אֹכְלֵ֥⁠ם	1	rc://*/tw/dict/bible/other/devour
13:8	med3		כְּ⁠לָבִ֔יא	1	rc://*/tw/dict/bible/other/lion
13:8	pivc		חַיַּ֥ת	1	rc://*/tw/dict/bible/other/beast
13:9	ikwi		שִֽׁחֶתְ⁠ךָ֥	1	rc://*/tw/dict/bible/other/destroyer
13:9	gqja	keyterm	יִשְׂרָאֵ֖ל	1	rc://*/tw/dict/bible/kt/israel
13:10	r2at		מַלְכְּ⁠ךָ֙	1	rc://*/tw/dict/bible/other/king
13:10	e8mn		וְ⁠יוֹשִֽׁיעֲ⁠ךָ֖	1	rc://*/tw/dict/bible/other/deliverer
13:10	js34	keyterm	וְ⁠שֹׁ֣פְטֶ֔י⁠ךָ	1	rc://*/tw/dict/bible/other/judgeposition
13:10	gfek		מֶ֥לֶךְ	1	rc://*/tw/dict/bible/other/king
13:10	rv86		וְ⁠שָׂרִֽים	1	rc://*/tw/dict/bible/other/ruler
13:11	tece		מֶ֨לֶךְ֙	1	rc://*/tw/dict/bible/other/king
13:11	xpzg	keyterm	בְּ⁠עֶבְרָתִֽ⁠י	1	rc://*/tw/dict/bible/kt/wrath
13:12	xqdf	keyterm	עֲוֺ֣ן	1	rc://*/tw/dict/bible/kt/iniquity
13:12	ca8j	name	אֶפְרָ֔יִם	1	rc://*/tw/dict/bible/names/ephraim
13:12	uddc	keyterm	חַטָּאתֽ⁠וֹ	1	rc://*/tw/dict/bible/kt/sin
13:13	z2wq	keyterm	חָכָ֔ם	1	rc://*/tw/dict/bible/kt/wise
13:13	ubik		בְּ⁠מִשְׁבַּ֥ר	1	rc://*/tw/dict/bible/other/womb
13:14	s8u3	keyterm	שְׁאוֹל֙	1	rc://*/tw/dict/bible/kt/hades
13:14	nkze	keyterm	אֶפְדֵּ֔⁠ם	1	rc://*/tw/dict/bible/kt/ransom
13:14	f87k	keyterm	אֶגְאָלֵ֑⁠ם	1	rc://*/tw/dict/bible/kt/redeem
13:14	vjci		דְבָרֶי⁠ךָ֜	1	rc://*/tw/dict/bible/other/plague
13:14	ghrp		קָֽטָבְ⁠ךָ֙	1	rc://*/tw/dict/bible/other/destroyer
13:15	mzs6		יַפְרִ֑יא	1	rc://*/tw/dict/bible/other/bear
13:15	chn2	keyterm	יְהוָ֜ה	1	rc://*/tw/dict/bible/kt/yahweh
13:15	sw5s		מִ⁠מִּדְבָּ֣ר	1	rc://*/tw/dict/bible/other/desert
13:15	inuy		מְקוֹר⁠וֹ֙	1	rc://*/tw/dict/bible/other/fountain
13:15	kdtf		מַעְיָנ֔⁠וֹ	1	rc://*/tw/dict/bible/other/fountain
13:15	qc4q		יִשְׁסֶ֔ה	1	rc://*/tw/dict/bible/other/plunder
13:15	gzsg		אוֹצַ֖ר	1	rc://*/tw/dict/bible/other/storehouse
13:16	c3s5	name	שֹֽׁמְר֔וֹן	1	rc://*/tw/dict/bible/names/samaria
13:16	pj7f		תֶּאְשַׁם֙	1	rc://*/tw/dict/bible/other/bear-heldresponsiblefor
13:16	dgn4		מָרְתָ֖ה	1	rc://*/tw/dict/bible/other/rebel
13:16	bz4d	keyterm	בֵּֽ⁠אלֹהֶ֑י⁠הָ	1	rc://*/tw/dict/bible/kt/god
13:16	s4cv		בַּ⁠חֶ֣רֶב	1	rc://*/tw/dict/bible/other/sword
14:1	eag8	keyterm	יִשְׂרָאֵ֔ל	1	rc://*/tw/dict/bible/kt/israel
14:1	qrpw	keyterm	יְהוָ֣ה	1	rc://*/tw/dict/bible/kt/yahweh
14:1	nzqx	keyterm	אֱלֹהֶ֑י⁠ךָ	1	rc://*/tw/dict/bible/kt/god
14:1	bsj7		כָשַׁ֖לְתָּ	1	rc://*/tw/dict/bible/other/stumble
14:1	ysek	keyterm	בַּ⁠עֲוֺנֶֽ⁠ךָ	1	rc://*/tw/dict/bible/kt/iniquity
14:2	hhvy	keyterm	יְהוָ֑ה	1	rc://*/tw/dict/bible/kt/yahweh
14:2	wn2a	keyterm	עָוֺן֙	1	rc://*/tw/dict/bible/kt/iniquity
14:2	dw33	keyterm	ט֔וֹב	1	rc://*/tw/dict/bible/kt/good
14:2	ztx3		פָרִ֖ים	1	rc://*/tw/dict/bible/other/cow
14:3	uxbw	name	אַשּׁ֣וּר	1	rc://*/tw/dict/bible/names/assyria
14:3	h9da	keyterm	יוֹשִׁיעֵ֗⁠נוּ	1	rc://*/tw/dict/bible/kt/save
14:3	qq8m		סוּס֙	1	rc://*/tw/dict/bible/other/horse
14:3	unpm	keyterm	אֱלֹהֵ֖י⁠נוּ	1	rc://*/tw/dict/bible/kt/god
14:3	rse9	keyterm	יְרֻחַ֥ם	1	rc://*/tw/dict/bible/kt/compassion
14:4	ej8m	keyterm	אֹהֲבֵ֖⁠ם	1	rc://*/tw/dict/bible/kt/love
14:5	dk9j	keyterm	לְ⁠יִשְׂרָאֵ֔ל	1	rc://*/tw/dict/bible/kt/israel
14:5	qtfi	name	כַּ⁠לְּבָנֽוֹן	1	rc://*/tw/dict/bible/names/lebanon
14:6	qry9		הוֹד֑⁠וֹ	1	rc://*/tw/dict/bible/other/splendor
14:6	z9hn		כַ⁠זַּ֖יִת	1	rc://*/tw/dict/bible/other/olive
14:6	htq4	name	כַּ⁠לְּבָנֽוֹן	1	rc://*/tw/dict/bible/names/lebanon
14:7	fxwt		דָגָ֖ן	1	rc://*/tw/dict/bible/other/grain
14:7	cqdk		כַ⁠גָּ֑פֶן	1	rc://*/tw/dict/bible/other/vine
14:7	cjn4		כְּ⁠יֵ֥ין	1	rc://*/tw/dict/bible/other/wine
14:7	k0gs	name	לְבָנֽוֹן	1	rc://*/tw/dict/bible/names/lebanon
14:8	eqng	name	אֶפְרַ֕יִם	1	rc://*/tw/dict/bible/names/ephraim
14:8	ynua	keyterm	לָֽ⁠עֲצַבִּ֑ים	1	rc://*/tw/dict/bible/kt/falsegod
14:8	gpbn		כִּ⁠בְר֣וֹשׁ	1	rc://*/tw/dict/bible/other/cypress
14:8	b3m5		פֶּרְיְ⁠ךָ֥	1	rc://*/tw/dict/bible/other/fruit
14:9	fp4b	keyterm	חָכָם֙	1	rc://*/tw/dict/bible/kt/wise
14:9	xj42		וְ⁠יָ֣בֵֽן	1	rc://*/tw/dict/bible/other/understand
14:9	uv67		נָב֖וֹן	1	rc://*/tw/dict/bible/other/discernment
14:9	ah82		וְ⁠יֵֽדָעֵ֑⁠ם	1	rc://*/tw/dict/bible/other/know
14:9	dkmv	keyterm	יְהוָ֗ה	1	rc://*/tw/dict/bible/kt/yahweh
14:9	jjf2	keyterm	יְשָׁרִ֞ים	1	rc://*/tw/dict/bible/kt/good
14:9	v53v		יִכָּ֥שְׁלוּ	1	rc://*/tw/dict/bible/other/stumble
